X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,PermitType,FeatureType,RMASection,ActivityText,Location,fmDate,toDate,GIS_TerritorialAuthority,GIS_Catchment,GIS_CWMSZone,GIS_Runanga,NZTMX,NZTMY
1605562.0536,5233913.5208,CRC 169581.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"31 & 33 Hall Street, Teviotdale",2016-07-01,2051-07-01,Hurunui District,6580000 - Montserrat,Hurunui - Waiau,Tuahuriri,1605562,5233913
1572518.7844,5183446.953,CRC 992727.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Quinns Road, SHIRLEY",2001-10-12,2036-09-30,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1572518,5183446
1567600.8547,5178388.7444,CRC 970051.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Btwn Wrights Road & Twigger Street, CHRISTCHURCH",2008-02-04,2031-08-28,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567600,5178388
1567600.8547,5178388.7444,CRC 970051.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Btwn Wrights Road & Twigger Street, CHRISTCHURCH",2008-02-04,2031-08-28,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567600,5178388
1567600.8547,5178388.7444,CRC 970051.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Btwn Wrights Road & Twigger Street, CHRISTCHURCH",2008-02-04,2031-08-28,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567600,5178388
1567600.8547,5178388.7444,CRC 970051.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Btwn Wrights Road & Twigger Street, CHRISTCHURCH",2008-02-04,2031-08-28,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567600,5178388
1549187.7829,5174459.2426,CRC 93880.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"63 Detroit Drive (Izone Business Hub), ROLLESTON",2012-02-28,2044-06-30,Selwyn District,6821100 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1549187,5174459
1571199.5805,5175190.1302,CRC 42612.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"85 Landsdowne Terrace, CASHMERE",2004-06-14,2039-06-11,Christchurch City,6664700 - Sibleys Drain,Christchurch - West Melton,Tuahuriri,1571199,5175190
1554375.1853,5194452.7238,CRC 122880.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Browns Road, SWANNANOA",2012-08-15,2047-08-15,Waimakariri District,6650200 - Waimakariri Water Race,Waimakariri,Tuahuriri,1554375,5194452
1570446.4419,5171289.6494,CRC 134739.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"397 Worsleys Road, Cashmere",2013-03-21,2048-03-21,Christchurch City,6664910 - Flemings Drain,Christchurch - West Melton,Tuahuriri,1570446,5171289
1561013.3554,5178038.615,CRC 990941.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"94 Shands Road, HORNBY",1999-04-26,2034-04-22,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1561013,5178038
1561013.3554,5178038.615,CRC 990941.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"94 Shands Road, HORNBY",1999-04-26,2034-04-22,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1561013,5178038
1458262.4053,5071957.7486,CRC 191924.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Pareora Avenue, PAREORA",2018-10-17,2030-04-13,Timaru District,7010000 - Pareora River,Orari-Temuka-Opihi-Pareora,Arowhenua,1458262,5071957
1567700.5927,5185286.1395,CRC 960672.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Food/Animal Cooking,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"96-106 134 Vagues Road, PAPANUI",2006-11-28,2031-02-14,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1567700,5185286
1573128.6604,5179338.5717,CRC 972417.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Linwood High School, Aldwins Road, CHRISTCHURCH",2004-03-15,2027-03-31,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1573128,5179338
1573128.6604,5179338.5717,CRC 972417.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Linwood High School, Aldwins Road, CHRISTCHURCH",2004-03-15,2027-03-31,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1573128,5179338
1476647.504,5113222.374,CRC 103257.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rangitata Road And Badham Road, RANGITATA",2010-07-06,2045-07-05,Timaru District,6930000 - Rangitata River,Orari-Temuka-Opihi-Pareora,Arowhenua,1476647,5113222
1469423.8991,5130147.9836,CRC 103403.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"852 Ealing Montalto Road, CAREW",2010-07-21,2045-07-21,Ashburton District,6920100 - Ruapuna Plains Area,Ashburton,Arowhenua,1469423,5130147
1558464.9134,5167762.2469,CRC 122478.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Robert Street, LINCOLN",2012-06-12,2047-06-11,Selwyn District,6791400 - L-1 Creek,Selwyn - Waihora,Taumutu,1558464,5167762
1459847.1658,5086995.4386,CRC 146204.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Meadows Road, WASHDYKE",2014-05-19,2029-08-10,Timaru District,6980000 - Washdyke Creek/Lagoon,Orari-Temuka-Opihi-Pareora,Arowhenua,1459847,5086995
1568800.0666,5191283.9193,CRC 224328.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Coutts Island Road, BELFAST",2021-06-16,2031-07-03,Christchurch City,6640500 - South Branch (south side),Christchurch - West Melton,Tuahuriri,1568800,5191283
1490110.6151,5207874.6978,CRC 156385.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Porters Ski Area , State Highway 73, Canterbury",2015-05-21,2050-05-21,Selwyn District,6641670 - Porter River,Selwyn - Waihora,Taumutu,1490110,5207874
1562752.4496,5184856.1906,CRC 31225.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch International Airport, Memorial Avenue, HAREWOOD",2004-08-31,2039-08-27,Christchurch City,6820900 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1562752,5184856
1563512.1768,5184616.2964,CRC 962207.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"530-544 Memorial Ave, CHRISTCHURCH",1996-07-12,2031-07-10,Christchurch City,6820900 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1563512,5184616
1501433.6914,5152860.2918,CRC 80935.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"292 Lethams Road, ASHBURTON",2011-11-10,2043-03-11,Ashburton District,6860000 - Dry Creek,Ashburton,Arowhenua,1501433,5152860
1574538.1329,5178299.0271,CRC 42471.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"15 Stacey Place, WOOLSTON",2004-05-21,2039-05-20,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1574538,5178299
1565801.3806,5182787.0297,CRC 981007.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Greers Road, CHRISTCHURCH",1998-01-30,2033-01-28,Christchurch City,6668800 - Wairarapa Stream,Christchurch - West Melton,Tuahuriri,1565801,5182787
1569719.824,5185266.1929,CRC 50011.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"8 Sheraton Place, REDWOOD",2004-08-04,2039-08-04,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1569719,5185266
1567160.7815,5185875.9089,CRC 54411.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"22 Sapphire Street, BISHOPDALE",2005-06-07,2040-06-03,Christchurch City,6640190 - Styx Drain,Christchurch - West Melton,Tuahuriri,1567160,5185875
1573188.5542,5182167.4663,CRC 1416.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Banks Avenue School, Banks Avenue, CHRISTCHURCH",2000-04-12,2035-04-10,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1573188,5182167
1582495.7443,5221872.2785,CRC 952250.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Amberley Beach Road, AMBERLEY BEACH",2007-05-01,2042-04-26,Hurunui District,6590000 - Waipara River,Hurunui - Waiau,Tuahuriri,1582495,5221872
1570049.6675,5186665.6691,CRC 50119.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"36A Dunbarton Street, CHRISTCHURCH",2009-09-16,2039-08-03,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1570049,5186665
1565031.7252,5181177.6068,CRC 122259.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch College Of Education, Dovedale Ave, CHRISTCHURCH",2012-06-18,2027-06-18,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1565031,5181177
1485795.3413,5164005.9321,CRC 152423.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Reynolds Road, THREE SPRINGS",2014-06-24,2042-04-19,Ashburton District,6880100 - Ashburton River North Branch,Ashburton,Arowhenua,1485795,5164005
1500260.678,5131046.9551,CRC 184713.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(2A) Other Discharge to Air,Discharge Contaminant into Air,"36 Huntingdon Avenue, Huntingdon",2019-01-11,2029-01-11,Ashburton District,6880200 - Carters Creek/Laghmor Creek,Ashburton,Arowhenua,1500260,5131046
1552076.7331,5175289.139,CRC 91460.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"133 McClellands Road, ROLLESTON",2008-11-10,2043-11-06,Selwyn District,6821200 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1552076,5175289
1530679.4708,5188070.0542,CRC 140010.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Tramway Road, Kirwee",2013-12-13,2028-12-13,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1530679,5188070
1539062.4722,5159213.4612,CRC 21947.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Irwell Rakaia Road And Leeston Dunsandel Road, KILLINCHY",2012-08-21,2027-10-31,Selwyn District,6832000 - Doyleston Drain,Selwyn - Waihora,Taumutu,1539062,5159213
1536961.7288,5175018.2172,CRC 154488.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Highfield Road, ROLLESTON",2014-12-24,2045-08-30,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1536961,5175018
1543531.549,5154095.7283,CRC 961867.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Seed Cleaning,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Station Street, LEESTON",1996-07-12,2031-07-10,Selwyn District,6832210 - Nairns Drain,Selwyn - Waihora,Taumutu,1543531,5154095
1561703.0391,5179388.1499,CRC 980402.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"180 Waterloo Road, HORNBY",1998-05-20,2033-04-23,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1561703,5179388
1576497.2173,5183287.1011,CRC 961536.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Wood Waste,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"12a Bower Ave, CHRISTCHURCH",1996-04-15,2031-04-10,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1576497,5183287
1574807.8655,5184386.6349,CRC 61411.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"49A Parnwell Street, BURWOOD",2005-11-08,2040-11-08,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1574807,5184386
1569700.0152,5179088.5543,CRC 134419.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"38 Moorhouse Avenue, CHRISTCHURCH",2013-01-22,2028-04-30,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1569700,5179088
1574698.1169,5176889.5934,CRC 991047.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"80 Chapmans Road, HEATHCOTE",1999-05-24,2034-05-21,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1574698,5176889
1567870.5236,5185476.0722,CRC 1813.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Veitches Road, CHRISTCHURCH",2000-06-26,2035-06-23,Christchurch City,6640180 - Boundary Road Drain,Christchurch - West Melton,Tuahuriri,1567870,5185476
1573808.2896,5182997.1574,CRC 51238.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"124 New Brighton Road, NEW BRIGHTON",2004-11-29,2039-11-29,Christchurch City,6821500 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1573808,5182997
1561514.9146,5160390.084,CRC 221612.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Hudsons Road, GREENPARK",2021-07-08,2027-10-31,Selwyn District,6830600 - Osbornes Drain,Selwyn - Waihora,Taumutu,1561514,5160390
1565921.3393,5182667.0777,CRC 51649.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"4 Cottesmore Close, BURNSIDE",2004-12-23,2039-12-22,Christchurch City,6668800 - Wairarapa Stream,Christchurch - West Melton,Tuahuriri,1565921,5182667
1572009.1316,5178488.868,CRC 992476.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"349 Wilsons Road, CHRISTCHURCH",1999-06-11,2034-06-10,Christchurch City,6664400 - Jacksons Creek Eastern Outfall,Christchurch - West Melton,Tuahuriri,1572009,5178488
1438315.7991,5067350.2867,CRC 144858.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"2924 Back Line Road, Blue Cliffs, St Andrews",2014-08-11,2029-08-11,Waimate District,7030200 - Esk Valley Creek,Lower Waitaki - South Coastal Canterbury,Waihao,1438315,5067350
1549069.5643,5154446.2583,CRC 147032.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"847 The Lake Road, LEESTON",2014-03-21,2027-10-31,Selwyn District,6830000 - Lake Ellesmere,Selwyn - Waihora,Taumutu,1549069,5154446
